"id";"incept";"src";"description";"contextual";"inside";"window";"more_than_one_sign";"lat";"lng";"island";"city";"neighborhood";"street";"language_typology";"languages";"landmarks";"producer";"type";"transcription";"is_duplicate";"rhizome"
"220";"2017-03-25";"G_bee and tea inside wall1.jpg";"G_bee and tea inside wall1";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Jp";;"bus";;"bee and tea inside wall";"0";"0"
"221";"2017-03-25";"G_bee and tea inside wall2.jpg";"G_bee and tea inside wall2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Jp";;"bus";;"bee and tea inside wall welcome to kailua";"0";"0"
"222";"2017-03-25";"G_bee and tea menu on counter bee and tea 1.jpg";"G_bee and tea menu on counter bee and tea 1";"0";"1";"0";"0";"21.39225";"-157.74233888888887";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"menu bee and tea 3";"0";"0"
"223";"2017-03-25";"G_bee and tea menu on counter bee and tea 2.jpg";"G_bee and tea menu on counter bee and tea 2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"menu bee and tea 3";"0";"0"
"224";"2016-10-28";"G_bike rental.jpg";"G_bike rental";"0";"0";"0";"0";"21.39703611111111";"-157.7311388888889";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"bike rental all in Jp";"0";"0"
"225";"2017-02-03";"G_crepes no ka oi English menu 2.jpg";"G_crepes no ka oi English menu 2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"English menu crepes no ka oi";"0";"0"
"226";"2017-02-04";"G_crepes no ka oi English menu1.jpg";"G_crepes no ka oi English menu1";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"English menu crepes no ka oi";"0";"0"
"227";"2016-10-28";"G_guide comments 1.jpg";"G_guide comments 1";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"228";"2016-10-28";"G_guide comments 2.jpg";"G_guide comments 2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"229";"2016-10-28";"G_guide comments 3.jpg";"G_guide comments 3";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"230";"2016-10-28";"G_guide comments 4.jpg";"G_guide comments 4";"0";"1";"0";"0";"21.396966666666668";"-157.73123055555556";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"231";"2016-10-28";"G_guide comments 5.jpg";"G_guide comments 5";"0";"1";"0";"0";"21.396966666666668";"-157.73123055555556";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"232";"2016-10-28";"G_guide comments 6.jpg";"G_guide comments 6";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"guides self intros in Jp Beach Adventures";"0";"0"
"233";"2016-10-28";"G_Hawaiiana Kailua.jpg";"G_Hawaiiana Kailua";"1";"0";"0";"0";"21.394005555555555";"-157.74258333333333";"Oahu";"Kailua";"Kailua";"Kailua Rd";"0";;;"govt";"cont";"Mo`o stories plaque";"0";"0"
"234";"2016-10-28";"G_Hawaiiana Kailua2.jpg";"G_Hawaiiana Kailua2";"0";"0";"0";"0";"21.39405";"-157.74250833333332";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Hwn, Eng";;"govt";"cont";"Mo`o stories plaque";"0";"0"
"235";"2017-03-25";"G_information of housing1.jpg";"G_information of housing1";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"information of housing";"0";"0"
"236";"2017-03-25";"G_information of housing2.jpg";"G_information of housing2";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"information of housing";"0";"0"
"237";"2017-03-25";"G_Mahaloha burger table 1.jpg";"G_Mahaloha burger table 1";"0";"0";"0";"0";"21.39185833333333";"-157.7414861111111";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus";"cont";"table ";"0";"0"
"238";"2017-03-25";"G_Mahaloha burger table 2.jpg";"G_Mahaloha burger table 2";"0";"0";"0";"0";"21.39185833333333";"-157.7414861111111";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus";"cont";"table ";"0";"0"
"239";"2017-03-25";"G_Mahaloha burger table 3.jpg";"G_Mahaloha burger table 3";"0";"0";"0";"0";"21.391897222222223";"-157.74173055555553";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus";"cont";"table ";"0";"0"
"240";"2017-03-25";"G_Mahaloha burger table 4.jpg";"G_Mahaloha burger table 4";"0";"0";"0";"0";"21.391897222222223";"-157.74173055555553";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus";"cont";"table ";"0";"0"
"241";"2017-03-25";"G_trolley bus stop 1.jpg";"G_trolley bus stop 1";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Jp";;"bus";;"trolley bus stop";"0";"0"
"242";"2017-03-26";"G_trolley bus stop 2.jpg";"G_trolley bus stop 2";"0";"0";"0";"0";"21.392694444444444";"-157.74110277777777";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Jp";;"bus";;"trolley bus stop";"0";"0"
"243";"2016-10-28";"G_Whole Foods bulk Kailua1.jpg";"G_Whole Foods bulk Kailua1";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"close up shot: put items in bag, write PLU";"0";"0"
"244";"2016-10-28";"G_Whole Foods bulk Kailua1.jpg";"G_Whole Foods bulk Kailua1";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"cont";"Whole Foods bulk food directions";"0";"0"
"245";"2016-10-28";"G_Whole Foods bulk Kailua2.jpg";"G_Whole Foods bulk Kailua2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"close up shot: put items in bag, write PLU";"0";"0"
"246";"2016-10-28";"G_Whole Foods bulk Kailua2.jpg";"G_Whole Foods bulk Kailua2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"cont";"Whole Foods bulk food directions";"0";"0"
"247";"2016-10-28";"G_Whole Foods bulk Kailua3.jpg";"G_Whole Foods bulk Kailua3";"0";"1";"0";"0";"21.393719444444443";"-157.74288888888887";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"close up shot: put items in bag, write PLU";"0";"0"
"248";"2016-10-28";"G_Whole Foods bulk Kailua3.jpg";"G_Whole Foods bulk Kailua3";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"cont";"Whole Foods bulk food directions";"0";"0"
"249";"2016-10-28";"G_Whole Foods bulk Kailua4.jpg";"G_Whole Foods bulk Kailua4";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"cont";"Whole Foods bulk food directions";"0";"0"
"250";"2016-10-28";"G_Whole Foods bulk Kailua5.jpg";"G_Whole Foods bulk Kailua5";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"cont";"Whole Foods bulk food directions";"0";"0"
"251";"2017-03-27";"gail nakaichi.jpg";"gail nakaichi ";"0";"0";"0";"0";"21.396505555555557";"-157.74349999999998";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"shop name gail nakaichi ";"0";"0"
"252";"2017-03-25";"global village door.jpg";"global village door";"0";"0";"0";"0";"21.393280555555556";"-157.7405861111111";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"global village door";"0";"0"
"253";"2017-03-25";"global village inside sign.jpg";"global village inside sign";"0";"1";"0";"0";"21.393161111111112";"-157.74063055555555";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"global village inside sign";"0";"0"
"254";"2017-03-25";"global village sign inside 2.jpg";"global village sign inside 2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"2";"Eng, Hwn";;"bus";"con";"global village sign inside 2";"0";"0"
"255";"2017-03-25";"global village.jpg";"global village";"0";"0";"0";"0";"21.39315277777778";"-157.7406";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";;"0";"0"
"256";"2017-03-25";"GNC shop sign.jpg";"GNC shop sign";"0";"0";"0";"0";"21.39383611111111";"-157.74118055555553";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"GNC shop sign";"0";"0"
"257";"2017-03-25";"GNC wall.jpg";"GNC wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name GNC wall";"0";"0"
"258";"2017-02-03";"grace grwolers.jpg";"grace grwolers";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"shop name grace growolers";"0";"0"
"259";"2017-03-25";"Grand opening.jpg";"Grand opening ";"0";"0";"0";"0";"21.39502222222222";"-157.7429361111111";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"grand opening";"0";"0"
"260";"2017-03-25";"Grylt Japanse and English menu.jpg";"Grylt Japanse and English menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"Grylt menu Japanese and English";"0";"0"
"261";"2016-10-28";"Grylt Kailua.jpg";"Grylt Kailua";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"Grylt window locall sourced natural";"0";"0"
"262";"2016-10-28";"Grylt map Kailua.jpg";"Grylt map Kailua";"0";"0";"0";"1";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng, Jp";;"bus";"cont";"Grylt window with map";"0";"0"
"263";"2017-03-25";"grylt menu inside.jpg";"grylt menu inside";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"menu";"0";"0"
"264";"2017-03-25";"Grylt open.jpg";"Grylt open";"0";"0";"0";"0";"21.393874999999998";"-157.74133333333333";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"grylt open";"0";"0"
"265";"2017-03-25";"GRYLT wall.jpg";"GRYLT wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name grylt";"0";"0"
"266";"2017-03-25";"Grylt.jpg";"Grylt";"0";"0";"0";"0";"21.39383888888889";"-157.741225";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shopname grylt";"0";"0"
"267";"2017-03-25";"Guava shop.jpg";"Guava shop";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"shop name guava shop";"0";"0"
"268";"2016-10-28";"guidebooks Kailua.jpg";"guidebooks Kailua";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"decont";"tourist magazines";"0";"0"
"269";"2017-03-25";"hahani plaza parking.jpg";"hahani plaza parking";"0";"0";"0";"0";"21.393075";"-157.74008055555555";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"hahani plaza parking";"0";"0"
"270";"2017-02-03";"haiki street.jpg";"haiki street";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;;"0";"0"
"271";"2017-03-25";"hair cut price.jpg";"hair cut price";"0";"0";"0";"0";"21.393102777777777";"-157.74053888888886";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"hair cut price";"0";"0"
"272";"2017-03-07";"Hair salon.jpg";"Hair salon";"0";"0";"0";"0";"21.395308333333332";"-157.74408055555554";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"Hair salon";"0";"0"
"273";"2017-03-25";"Hale Kealoha.jpg";"Hale Kealoha";"0";"0";"0";"0";"21.39230277777778";"-157.74236944444442";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Hwn";;"bus";"cont";"Hale Kealoha here";"0";"0"
"274";"2016-10-28";"handwritten sign beach adventures Jp.jpg";"handwritten sign beach adventures Jp";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"handwritten sign to tourists beach adventures";"0";"0"
"275";"2017-03-27";"happy hour prima.jpg";"happy hour prima";"0";"0";"0";"0";"21.39257222222222";"-157.74386666666666";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"happy hour prima";"0";"0"
"276";"2017-02-03";"happy new year betty and joe.jpg";"happy new year betty and joe";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"happy new year betty and joe";"0";"0"
"277";"2017-03-27";"hardware hawaii.jpg";"hardware hawaii";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"shop name hardware hawaii";"0";"0"
"278";"2017-03-27";"hawaii state massage licensing program.jpg";"hawaii state massage licensing program";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"hawaii state massage licensing program";"0";"0"
"279";"2017-03-25";"Hawaiian island creations tent.jpg";"Hawaiian island creations tent";"0";"0";"0";"0";"21.39206111111111";"-157.74078333333333";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"Hawaiian island creations tent";"0";"0"
"280";"2017-02-19";"hawaiivaloan operation hour.jpg";"hawaiivaloan operation hour";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"hawaiivaloan operation hour";"0";"0"
"281";"2017-02-19";"hawaiivaloans.jpg";"hawaiivaloans";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"hawaiivaloans";"0";"0"
"282";"2017-02-03";"Headlight restoration.jpg";"Headlight restoration";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"Headlight restoration";"0";"0"
"283";"2017-03-25";"hekili st customer parking.jpg";"hekili st customer parking";"0";"0";"0";"0";"21.391808333333334";"-157.74136388888888";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"parking ";"0";"0"
"284";"2017-03-25";"hibachi japanese.jpg";"hibachi japanese ";"0";"0";"0";"0";"21.39347777777778";"-157.73988333333332";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Jp";;"bus";"con";"shopname hibachi Japanese";"0";"0"
"285";"2017-03-25";"Hibachi open.jpg";"Hibachi open";"0";"0";"0";"0";"21.393425";"-157.7401583333333";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"Hibachi open";"0";"0"
"286";"2017-03-25";"Hibachi.jpg";"Hibachi";"0";"0";"0";"0";"21.393366666666665";"-157.73993055555553";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shopname hibachi";"0";"0"
"287";"2017-02-03";"House of ink Tattoo..jpg";"House of ink Tattoo.";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"con";"House of ink Tattoo.";"0";"0"
"288";"2017-03-27";"House of ink tattoo.jpg";"House of ink tattoo";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"shop name House of ink tattoo";"0";"0"
"289";"2017-03-25";"how to call international phone to Japan.jpg";"how to call international phone to Japan";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"how to call international phone to Japan";"0";"0"
"290";"2017-03-25";"how to order cookies and cream.jpg";"how to order cookies and cream";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"how to order cookies and cream";"0";"0"
"291";"2017-03-27";"icecream shop poster.jpg";"icecream shop poster";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"icecream shop poster";"0";"0"
"292";"2016-10-28";"India Cafe Kailua restaurant sidewalk sign.jpg";"India Cafe Kailua restaurant sidewalk sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng, Jp";;"bus";"cont";"India Cafe sidewalk sign menu";"0";"0"
"293";"2016-10-28";"India Cafe Kailua window.jpg";"India Cafe Kailua window";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp, Eng";;"bus";"cont";"window sign India Cafe curry mostly Jp";"0";"0"
"294";"2017-03-25";"india cafe wall.jpg";"india cafe wall";"0";"0";"0";"0";"21.393666666666665";"-157.74072222222222";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name india cafe";"0";"0"
"295";"2017-03-25";"information center tea shop advertisement poster.jpg";"information center tea shop advertisement poster";"0";"1";"0";"0";"21.393988888888888";"-157.74153055555556";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"information center tea shop advertisement poster";"0";"0"
"296";"2017-03-27";"injured no fault and work comp insurance banne.jpg";"injured no fault and work comp insurance banne";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"injured no fault and work comp insurance banne";"0";"0"
"297";"2017-03-27";"inside kailua icecream.jpg";"inside kailua icecream";"1";"1";"0";"0";"21.39473333333333";"-157.7432722222222";"Oahu";"Kailua ";"Kailua";"Kuulei Rd";"1";;;;;"inside kailua icecream";"0";"0"
"298";"2017-03-25";"inside maui tacos.jpg";"inside maui tacos";"1";"1";"0";"0";"21.39308611111111";"-157.74056944444442";"Oahu";"Kailua ";"Kailua";"Hahani St";"0";;;;;"inside maui tacos";"0";"0"
"299";"2017-03-25";"inside of guava.jpg";"inside of guava";"1";"1";"0";"0";"21.39208888888889";"-157.7421111111111";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"inside of guava";"0";"0"
"300";"2017-03-25";"inside of information center.jpg";"inside of information center";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"0";;;;;;"0";"0"
"301";"2017-03-25";"inside twin island.jpg";"inside twin island";"0";"0";"0";"0";"21.39221388888889";"-157.74227777777776";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"inside twin island";"0";"0"
"302";"2017-04-01";"inside windowward 3.jpg";"inside windowward 3";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hoolai St.";"0";;;;;"inside windowward 3";"0";"0"
"303";"2017-04-01";"inside windowward 4.jpg";"inside windowward 4";"1";"1";"0";"0";"21.39485277777778";"-157.74498055555554";"Oahu";"Kailua";"Kailua";"Hoolai St.";"0";;;;;"inside windowward 4";"0";"0"
"304";"2017-04-01";"inside windowward 5.jpg";"inside windowward 5";"1";"1";"0";"0";"21.39497777777778";"-157.74496388888886";"Oahu";"Kailua";"Kailua";"Hoolai St.";"0";;;;;"inside windowward 5";"0";"0"
"305";"2017-03-27";"instagram frost.jpg";"instagram frost";"0";"1";"0";"0";"21.39543888888889";"-157.74441666666667";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"instagram frost";"0";"0"
"306";"2017-04-01";"instruction and caution inside kailua bicycle.jpg";"instruction and caution inside kailua bicycle ";"0";"1";"0";"0";"21.393769444444445";"-157.74528611111108";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Jp, Eng";;"bus";"con";"instruction and caution inside kailua bicycle ";"0";"0"
"307";"2017-02-19";"insurance.jpg";"insurance";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"insurance";"0";"0"
"308";"2017-03-25";"isiland paddler.jpg";"isiland paddler";"0";"0";"0";"0";"21.392191666666665";"-157.74076944444442";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop nameisiland paddler";"0";"0"
"309";"2017-03-25";"island bungalow clothes.jpg";"island bungalow clothes";"1";"0";"0";"0";"21.39213611111111";"-157.74206666666666";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"island bungalow clothes";"0";"0"
"310";"2017-03-25";"island bungalow shop name on the window.jpg";"island bungalow shop name on the window";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"shop name island bungalow";"0";"0"
"311";"2017-03-25";"island bungalow.jpg";"island bungalow";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"shop name island bungalow";"0";"0"
"312";"2017-03-25";"island paddler window.jpg";"island paddler window";"0";"0";"0";"0";"21.392191666666665";"-157.74076944444442";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"island paddler posters on the window";"0";"0"
"313";"2016-10-28";"Island snow Kailua.jpg";"Island snow Kailua";"0";"0";"0";"0";"21.396819444444443";"-157.73104722222223";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Pidgin";;"bus";"cont";"Island snow shave ice";"0";"0"
"314";"2017-03-25";"island trasures wall.jpg";"island trasures wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name island trasures";"0";"0"
"315";"2017-03-25";"island treasure wall.jpg";"island treasure wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name islandtreasure wall";"0";"0"
"316";"2017-03-25";"island wear.jpg";"island wear";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name island wear";"0";"0"
"317";"2017-02-03";"island window.jpg";"island window ";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"island window ";"0";"0"
"318";"2017-03-07";"island zion owner.jpg";"island zion owner";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"0";;;;;"island zion owner";"0";"0"
"319";"2017-03-07";"island zion stickers.jpg";"island zion stickers";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"island zion stickers";"0";"0"
"320";"2017-03-07";"island zion.jpg";"island zion";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"island zion";"0";"0"
"321";"2017-03-25";"islandsnow.jpg";"islandsnow";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name island snow";"0";"0"
"322";"2017-03-25";"islandtreasure window.jpg";"islandtreasure window";"1";"0";"0";"0";"21.393975";"-157.74171388888888";"Oahu";"Kailua";"Kailua";"Kailua Rd";"0";;;;;;"0";"0"
"323";"2017-02-03";"it is illegal liquor..jpg";"it is illegal liquor.";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"it is illegal liquor.";"0";"0"
"324";"2017-03-25";"item sign guava shop.jpg";"item sign guava shop";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"item sign guava shop";"0";"0"
"325";"2017-03-27";"item tag frost.jpg";"item tag frost";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"item tag frost";"0";"0"
"326";"2017-03-25";"item tag island treasure.jpg";"item tag island treasure";"0";"1";"0";"0";"21.39403611111111";"-157.74185277777775";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"item tag island treasure";"0";"0"
"327";"2017-03-27";"ivory.jpg";"ivory";"0";"0";"0";"0";"21.39383611111111";"-157.74534722222222";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"ivory";"0";"0"
"328";"2017-03-07";"Jal yahoo japan pr.jpg";"Jal yahoo japan pr";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Jp";;"bus";"con";"Jal yahoo japan pr";"0";"0"
"329";"2017-03-25";"jamba juice menu.jpg";"jamba juice menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"jamba juice menu";"0";"0"
"330";"2017-03-25";"Jamba juice shop sign.jpg";"Jamba juice shop sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name jamba juice";"0";"0"
"331";"2017-03-27";"japanes kailua map betty x joe.jpg";"japanes kailua map betty x joe ";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Jp";;"bus";"decont";"japanese kailua map betty x joe";"0";"0"
"332";"2017-03-25";"Japanese and English menu counter teddys.jpg";"Japanese and English menu counter teddy's";"0";"1";"0";"0";"21.393024999999998";"-157.74061666666665";"Oahu";"Kailua ";"Kailua";"Hahani St";"2";"Jp, Eng";;"bus";"con";"Japanese and English menu counter teddy's";"0";"0"
"333";"2017-03-25";"Japanese and English menu kono.jpg";"Japanese and English menu kono";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Jp, Eng";;"bus";"con";"English and Japanese menu kono";"0";"0"
"334";"2017-03-25";"Japanese and English menu nalu.jpg";"Japanese and English menu nalu";"0";"0";"0";"0";"21.392180555555555";"-157.74236944444442";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus";"cont";"nalu menu";"0";"0"
